time,location,account,cue
2020-04-08 07:29:00,Safe Town,LazyReginaldBanana,['@DerekNolan']
2020-04-08 07:29:00,Northwest,Brad_Swindler67,['@ChemistryTeacherRichardNelson']
2020-04-08 07:29:00,Southton,FamousMerrittCar28,['@ChloeJohnson']
2020-04-08 07:29:00,Southton,FastDebaeckePlate65,['@ChemistryTeacherRichardNelson']
2020-04-08 07:29:00,Oak Willow,Misty1950,['@ChloeJohnson']
2020-04-08 07:29:00,Oak Willow,Jeffrey_Koepsell21,"['@ChemistryTeacherRichardNelson', '@FleetGladwinPlate']"
2020-04-08 07:29:00,Downtown,FuriousECouch32,['@ChloeJohnson']
2020-04-08 07:29:00,Northwest,Ismael_HamillHorse84,['@ChemistryTeacherRichardNelvoeson']
2020-04-08 07:29:00,Palace Hills,JoseLion88,['@TonyPeterson?']
2020-04-08 07:29:00,Chapparal,ToniDog43,['@Elizabeth_HartzellMouse49']
2020-04-08 07:30:00,Palace Hills,WatchesRoyHorse,['@DerekNolan']
2020-04-08 07:30:00,Weston,BeverlySmartC,['@ChemistryTeacherRichardNelson']
2020-04-08 07:30:00,Southwest,AttentativeCouchAmanda,['@ChloeJohnson']
2020-04-08 07:30:00,Southwest,RacesMonteHorse,['@CassieStones']
2020-04-08 07:30:00,West Parton,YvonneFish1965,['@ChemistryTeacherRichardNelson']
2020-04-08 07:30:00,Oak Willow,MaysCat6,['@CatLadyKylieCrane']
2020-04-08 07:30:00,Downtown,FearsKenneth_RiveraCat,"['@ChemistryTeacherRichardNelson', '@FleetGladwinPlate']"
2020-04-08 07:31:00,Weston,CandidCandyCalvin_Holzinger,['@ChemistryTeacherRichardNelvoeson']
2020-04-08 07:31:00,Downtown,Maultsby79,['@TonyPeterson']
2020-04-08 07:31:00,East Parton,DarkCarolCouch,"['@ChemistryTeacherRichardNelson', '@FleetGladwinPlate']"
2020-04-08 07:31:00,Weston,Shane_Tartaglia7,['@ChloeJohnson']
2020-04-08 07:31:00,Southwest,CharlesFamousWhite,['@AdministratorSophie']
2020-04-08 07:31:00,Scenic Vista,LovesIona_OxleyBear,['@BusyRuthCandy']
2020-04-08 07:31:00,Chapparal,SmartSanchezBowl1956,['@ChemistryTeacherRichardNelson']
2020-04-08 07:32:00,Pepper Mill,M1997Gadberry,['@RachelSimmons']
2020-04-08 07:32:00,Palace Hills,Walker2012,['@ChloeJohnson']
2020-04-08 07:32:00,Southton,LazyRiegelCandy25,['@CarolGreenin']
2020-04-08 07:32:00,Weston,CleverBowlAhearn,['@ChemistryTeacherRichardNelson']
2020-04-08 07:32:00,Old Town,LazyBreadKevin,"['@ChemistryTeacherRichardNelson', '@FleetGladwinPlate']"
2020-04-08 07:32:00,Weston,BeverlySmartC,['@CarolGreenin']
2020-04-08 07:32:00,Southwest,CuriousPlateJohn_Paine,['@ChemistryTeacherRichardNelson']
2020-04-08 07:32:00,Weston,Mittie45,['@TonyPeterson?']
2020-04-08 07:32:00,Pepper Mill,Edith_MaloneHorse6,['@DerekNolan']
2020-04-08 07:32:00,Weston,LepardMouse28,['@TonyPeterson']
2020-04-08 07:32:00,Southwest,LGuapoGray,['@CatLadyKylieCrane']
2020-04-08 07:32:00,Cheddarford,ECleverW,['@DerekNolan']
2020-04-08 07:32:00,Southwest,RunsMargo_BiermannHorse,['@DarkArchieIcecream']
2020-04-08 07:33:00,Southton,Osburn2009,"['@ChemistryTeacherRichardNelson', '@FleetGladwinPlate']"
2020-04-08 07:33:00,Broadview,FuriousMCouch97,['@AdministratorSophie']
2020-04-08 07:33:00,Downtown,FuriousJCouch,['@DerekNolan']
2020-04-08 07:33:00,Weston,GuapoCBread,['@CatLadyKylieCrane']
2020-04-08 07:33:00,Easton,FuriousKaneCar,['@AdministratorSophie']
2020-04-08 07:33:00,Safe Town,BusyBBread,['@DerekNolan']
2020-04-08 07:33:00,West Parton,LazyWBanana,['@DerekNolan']
2020-04-08 07:34:00,Weston,GuapoVBread11,['@Elizabeth_HartzellMouse49']
2020-04-08 07:34:00,Southton,WileyLightScottie_Garcia,['@TonyPeterson?']
2020-04-08 07:34:00,Scenic Vista,DarkCCandy,['@ChemistryTeacherRichardNelson']
2020-04-08 07:34:00,Northwest,K64Fieldson,['@CarolGreenin']
2020-04-08 07:34:00,West Parton,YvonneFish1965,['@Mrs.Tillenbottom']
2020-04-08 07:34:00,Weston,A98Chavarria,['@FearsMelbaBird']
2020-04-08 07:34:00,Oak Willow,JosephWhale2013,['@ChemistryTeacherRichardNelson']
2020-04-08 07:34:00,Weston,BusySzerszenIcecream55,['@TonyPeterson']
2020-04-08 07:34:00,Palace Hills,WileyLBread,"['@ChemistryTeacherRichardNelson', '@FleetGladwinPlate']"
2020-04-08 07:34:00,Palace Hills,Lawary1979,['@ChloeJohnson']
2020-04-08 07:34:00,Southton,Charles2000,['@CarolGreenin']
2020-04-08 07:34:00,Palace Hills,LazyHLight40,['@ChloeJohnson']
2020-04-08 07:34:00,Broadview,WileyWadeBread,['@AdministratorSophie']
2020-04-08 07:35:00,Scenic Vista,FleetMichaelPlate,['@ChemistryTeacherRichardNelson']
2020-04-08 07:35:00,Cheddarford,Jerome_Hussein1956,['@CatLadyKylieCrane']
2020-04-08 07:35:00,Terrapin Springs,LazyDenisePlate,['@ChemistryTeacherRichardNelson']
2020-04-08 07:35:00,Cheddarford,FearsNessWhale,['@DerekNolan']
2020-04-08 07:35:00,Scenic Vista,WileyKCouch,['@CandidBreadRosie']
2020-04-08 07:35:00,Downtown,SmartMCandy,['@Mrs.Tillenbottom']
2020-04-08 07:35:00,Safe Town,CandidLCouch,['@DerekNolan']
2020-04-08 07:35:00,Palace Hills,QuintonDog1966,['@BusyRuthCandy']
2020-04-08 07:35:00,Broadview,LovesMurrayDog,['@AdministratorSophie']
2020-04-08 07:35:00,Northwest,BettyBird1978,['@WatchesBrady_BridgesBird']
2020-04-08 07:35:00,Southton,FamousIcecreamKirgan,['@ChemistryTeacherRichardNelson']
2020-04-08 07:35:00,Safe Town,Gordon_Cherry1995,['@Mrs.Tillenbottom']
2020-04-08 07:35:00,Southton,F71Halfhill,['@DerekNolan']
2020-04-08 07:35:00,Weston,Angela1956,['@ChemistryTeacherRichardNelson']
2020-04-08 07:36:00,Pepper Mill,M26Beckett,['@VeryPopularSingerLalisaManoban']
2020-04-08 07:36:00,Southton,CuriousGCandy,['@CassieStones']
2020-04-08 07:36:00,Southwest,BusyCarpenterCar52,['@ChemistryTeacherRichardNelson']
2020-04-08 07:36:00,Downtown,JFuriousM,['@DerekNolan']
2020-04-08 07:37:00,Scenic Vista,CuriousThomasLight,['@ChloeJohnson']
2020-04-08 07:37:00,Cheddarford,LovesAndersonFish,['@CarolGeeenin']
2020-04-08 07:37:00,Terrapin Springs,WatchesBrendaCat,['@Mrs.Tillenbottom']
2020-04-08 07:37:00,Easton,A32Black,['@ChemistryTeacherRichardNelson']
2020-04-08 07:37:00,Southton,SmartSLight1990,['@ChloeJohnson']
2020-04-08 07:37:00,Terrapin Springs,BusyBillyHouse,['@DerekNolan']
2020-04-08 07:37:00,Southwest,Michelle5Boger,['@ChemistryTeacherRichardNelson']
2020-04-08 07:37:00,Northwest,Sara2002C,['@CarolGreenin']
2020-04-08 07:37:00,Scenic Vista,TallSaleadoCouch,['@ChloeJohnson']
2020-04-08 07:37:00,Downtown,JoyceLazyW,['@DerekNolan']
2020-04-08 07:37:00,Southwest,WilliamCat84,['@VeryPopularSingerLalisaManoban']
2020-04-08 07:38:00,Weston,JoseBusyM,['@ChloeJohnson']
2020-04-08 07:38:00,West Parton,TWileySiegel,['@TonyPeterson']
2020-04-08 07:38:00,Downtown,CarverWhale90,['@DerekNolan']
2020-04-08 07:38:00,Chapparal,SObnoxiousMcdonald,['@ChemistryTeacherRichardNelson']
2020-04-08 07:38:00,Northwest,FamousCarGilkes,['@DerekNolan']
2020-04-08 07:38:00,Terrapin Springs,FuriousSundahlIcecream,['@BusyRuthCandy']
2020-04-08 07:38:00,Scenic Vista,Mona_ParkDog13,['@CatLadyKylieCrane']
2020-04-08 07:38:00,Old Town,CandidBreadRosie,['@CleverAmyIcecream']
2020-04-08 07:38:00,Broadview,SmartDCandy,['@ChloeJohnson']
2020-04-08 07:38:00,Southton,RacesArnoldOctopus,['@AdministratorSophie']
2020-04-08 07:39:00,Broadview,SandraWhale41,['@BusyRuthCandy']
2020-04-08 07:39:00,Palace Hills,BusyJBowl,['@ChemistryTeacherRichardNelson']
2020-04-08 07:39:00,Northwest,RunsKerry_HernandezCat,['@WatchesBrady_BridgesBird']
2020-04-08 07:39:00,Downtown,LovesLevi_XaimoungkhounOctopus,['@ChemistryTeacherRichardNelson']
2020-04-08 07:39:00,Downtown,FamousCouchMoten,['@ChemistryTeacherRichardNelson']
2020-04-08 07:39:00,Oak Willow,TallDCar61,['@RachelSimmons']
2020-04-08 07:39:00,West Parton,FearsHazel_BerenguerDog,['@AdministratorSophie']
2020-04-08 07:39:00,Easton,FuriousSizemoreHouse1964,['@AdministratorSophie']
2020-04-08 07:39:00,Weston,Pearl_Carver89,['@TonyPeterson']
2020-04-08 07:40:00,Southton,FuriousHBowl,['@Mrs.Tillenbottom']
2020-04-08 07:40:00,Broadview,IreneBird97,['@CatLadyKylieCrane']
2020-04-08 07:40:00,Downtown,SmartJHouse1985,['@DerekNolan']
2020-04-08 07:40:00,Northwest,AttentativeBananaTiburcio,['@TonyPeterson']
2020-04-08 07:40:00,Southwest,JFleetChambers,['@TonyPeterson?']
2020-04-08 07:41:00,Terrapin Springs,BusyOCar,['@VeryPopularSingerLalisaManoban']
2020-04-08 07:41:00,Downtown,ObnoxiousVBanana,['@ChemistryTeacherRichardNelson']
2020-04-08 07:41:00,Old Town,MazieLion85,['@AdministratorSophie']
2020-04-08 07:41:00,Weston,Brooke78,['@DarkArchieIcecream']
2020-04-08 07:41:00,Southton,Dantzler1986,['@ChemistryTeacherRichardNelson']
2020-04-08 07:41:00,Scenic Vista,JoseWhale1980,['@DerekNolan']
2020-04-08 07:41:00,Easton,W71Racine,['@ChemistryTeacherRichardNelson']
2020-04-08 07:41:00,Scenic Vista,ThomasOctopus2,['@Mrs.Tillenbottom']
2020-04-08 07:41:00,Terrapin Springs,CleverACandy,['@DerekNolan']
2020-04-08 07:41:00,Chapparal,SmartCLight,['@TonyPeterson']
2020-04-08 07:42:00,Old Town,ErrolFish2002,['@TonyPeterson']
2020-04-08 07:42:00,Old Town,ObnoxiousGLight,['@BusyRuthCandy']
2020-04-08 07:42:00,Terrapin Springs,JohnsonBird28,['@ChemistryTeacherRichardNelson']
2020-04-08 07:42:00,Downtown,SmartJHouse1985,['@ChemistryTeacherRichardNelson']
2020-04-08 07:42:00,Southton,CandidMolleurCouch,['@CatLadyKylieCrane']
2020-04-08 07:42:00,Northwest,LazyCandyMccormick,['@CarolGeeenin']
2020-04-08 07:42:00,Palace Hills,CuriousDavidHouse,['@ChemistryTeacherRichardNelson']
2020-04-08 07:43:00,Chapparal,CandidLightRicardo_Taylor,['@ChemistryTeacherRichardNelson']
2020-04-08 07:43:00,Old Town,JamesDog1965,['@TonyPeterson']
2020-04-08 07:43:00,Northwest,LovesDanny_DavisFish,['@DerekNolan']
2020-04-08 07:43:00,West Parton,LearFish12,['@DerekNolan']
2020-04-08 07:44:00,Safe Town,JosephDarkMorgan,['@CatLadyKylieCrane']
2020-04-08 07:44:00,Southwest,BusyCarpenterCar52,['@RachelSimmons']
2020-04-08 07:44:00,Northwest,GuapoHousePatterson,['@AdministratorSophie']
2020-04-08 07:44:00,Weston,FastABanana,['@ChloeJohnson']
2020-04-08 07:44:00,Palace Hills,VirginiaFastManteca,['@WatchesBrady_BridgesBird']
2020-04-08 07:44:00,Scenic Vista,StewartWhale2003,['@ChemistryTeacherRichardNelson']
2020-04-08 07:45:00,Southton,CuriousLightRosa_Shaw,['@RachelSimmons']
2020-04-08 07:45:00,Broadview,IssacMouse1995,['@DerekNolan']
2020-04-08 07:45:00,Southton,DonaldSmartSanford,['@DerekNolan']
2020-04-08 07:45:00,Old Town,GSmartThompson,['@VeryPopularSingerLalisaManoban']
2020-04-08 07:45:00,Terrapin Springs,C2007Lyford,['@Mrs.Tillenbottom']
2020-04-08 07:45:00,Broadview,R16Walton,['@WatchesBrady_BridgesBird']
2020-04-08 07:46:00,Broadview,SmartDavisBanana1978,['@BusyRuthCandy']
2020-04-08 07:46:00,Broadview,HelenaGuapoA,['@DerekNolan']
2020-04-08 07:46:00,Chapparal,WileyMCar,['@CollierHorse82']
2020-04-08 07:47:00,Oak Willow,HodgesOctopus49,['@ChemistryTeacherRichardNelson']
2020-04-08 07:47:00,Weston,CuriousMartinezBread,['@ChemistryTeacherRichardNelson']
2020-04-08 07:47:00,Terrapin Springs,Marshall_Byrne97,['@DerekNolan']
2020-04-08 07:47:00,Oak Willow,StevenDog12,['@BusyRuthCandy']
2020-04-08 07:47:00,Downtown,John1970Dyson,['@WatchesBrady_BridgesBird']
2020-04-08 07:48:00,Scenic Vista,Jessica1963P,['@VeryPopularSingerLalisaManoban']
2020-04-08 07:48:00,Weston,FuriousSPlate,['@ChemistryTeacherRichardNelson']
2020-04-08 07:48:00,West Parton,RacesArgentinaLion,['@WatchesBrady_BridgesBird']
2020-04-08 07:48:00,West Parton,SherylWileyWilson,['@BusyRuthCandy']
2020-04-08 07:48:00,Palace Hills,WatchesWilliamsonBird,['@AdministratorSophie']
2020-04-08 07:48:00,Weston,FuriousBananaEugene_Thomas,['@AdministratorSophie']
2020-04-08 07:49:00,Old Town,Karen2005D,['@AdministratorSophie']
2020-04-08 07:49:00,Weston,FastFIcecream,['@DerekNolan']
2020-04-08 07:49:00,Scenic Vista,Alexandra_ThompsonHorse95,['@DarkArchieIcecream']
2020-04-08 07:50:00,Weston,FastABanana,['@Mrs.Tillenbottom']
2020-04-08 07:50:00,Chapparal,AttentativeJBread,['@TonyPeterson?']
2020-04-08 07:50:00,West Parton,DarkBreadCheri_Todd,['@VeryPopularSingerLalisaManoban']
2020-04-08 07:50:00,Weston,RunsAnthony_TranBear,['@ChemistryTeacherRichardNelson']
2020-04-08 07:50:00,Southwest,LazyGloverCar1987,['@BusyRuthCandy']
2020-04-08 07:51:00,Weston,BerrierHorse80,['@CatLadyKylieCrane']
2020-04-08 07:51:00,Scenic Vista,RacesElizabethBird,['@ChemistryTeacherRichardNelson']
2020-04-08 07:51:00,Weston,FastWLight22,['@DarkArchieIcecream']
2020-04-08 07:51:00,Downtown,BusyElizabethBowl,['@DerekNolan']
2020-04-08 07:51:00,Oak Willow,Nemec1973,['@ChemistryTeacherRichardNelson']
2020-04-08 07:51:00,Weston,Steven_BoyceWhale87,['@TonyPeterson']
2020-04-08 07:51:00,Southton,Huynh1972,['@ChemistryTeacherRichardNelson']
2020-04-08 07:52:00,Northwest,FamousSCar,['@ChemistryTeacherRichardNelson']
2020-04-08 07:52:00,Old Town,William21,['@VeryPopularSingerLalisaManoban']
2020-04-08 07:52:00,Terrapin Springs,RunsJustinDog,['@DerekNolan']
2020-04-08 07:52:00,Terrapin Springs,TallMillsBread,['@BusyRuthCandy']
2020-04-08 07:52:00,Old Town,CuriousCarRotondo,['@VeryPopularSingerLalisaManoban']
2020-04-08 07:52:00,Weston,GuapoRobertoCouch,['@DerekNolan']
2020-04-08 07:53:00,Cheddarford,RacesPaula_GonzalezCat,['@BusyRuthCandy']
2020-04-08 07:53:00,Southton,Evelyn_DavisFish75,['@Mrs.Tillenbottom']
2020-04-08 07:53:00,Terrapin Springs,FuriousWCouch1974,['@VeryPopularSingerLalisaManoban']
2020-04-08 07:53:00,Southton,FearsTheresa_HaleyMouse,['@FamousCarCynthia_Powe']
2020-04-08 07:54:00,Cheddarford,FuriousMCouch,['@BusyRuthCandy']
2020-04-08 07:54:00,Chapparal,ObnoxiousFPlate13,['@ChemistryTeacherRichardNelson']
2020-04-08 07:54:00,Terrapin Springs,FuriousKBowl,['@DerekNolan']
2020-04-08 07:55:00,Northwest,BoyettDog1995,['@VeryPopularSingerLalisaManoban']
2020-04-08 07:55:00,Terrapin Springs,Joshua27,['@CandidRCouch1960']
2020-04-08 07:55:00,Northwest,WatchesJessicaBird,['@Mrs.Tillenbottom']
2020-04-08 07:55:00,Southwest,DAttentativeAnderson,['@BusyRuthCandy']
2020-04-08 07:56:00,Downtown,WileyKyleCandy,['@DerekNolan']
2020-04-08 07:56:00,Old Town,SmartCarShane_Harvey,['@BusyRuthCandy']
2020-04-08 07:56:00,Old Town,WileyCouchAlbert_Gibson,['@ChemistryTeacherRichardNelson']
2020-04-08 07:56:00,Southton,CleverMHouse,['@RachelSimmons']
2020-04-08 07:56:00,Downtown,FamousThomasIcecream,['@VeryPopularSingerLalisaManoban']
2020-04-08 07:57:00,Scenic Vista,AttentativeSBowl1998,['@FleetWPlate']
2020-04-08 07:58:00,Southwest,GuapoTPlate,['@VeryPopularSingerLalisaManoban']
2020-04-08 07:58:00,Southton,BusyDuffyCar2,['@Mrs.Tillenbottom']
2020-04-08 07:58:00,Terrapin Springs,C2007Lyford,['@AdministratorSophie']
2020-04-08 07:59:00,Northwest,GuapoPlateLucille_Howell,['@VeryPopularSingerLalisaManoban']
2020-04-08 07:59:00,Northwest,Connie1954B,['@Bernard32Gonzalez']
2020-04-08 07:59:00,Weston,BusyBreadCarmen_Wentworth,['@VeryPopularSingerLalisaManoban']
2020-04-08 08:00:00,Scenic Vista,MabelTallR,['@CatLadyKylieCrane']
2020-04-08 08:00:00,Weston,GuapoEdmundoBowl,['@Mrs.Tillenbottom']
2020-04-08 08:00:00,Old Town,CandidTLight,['@ChemistryTeacherRichardNelson']
2020-04-08 08:00:00,Southwest,TallDekanyCandy,['@RachelSimmons']
2020-04-08 08:00:00,Palace Hills,Ashley2019Becher,['@AdministratorSophie']
2020-04-08 08:00:00,Northwest,DarkMBowl,['@BusyRuthCandy']
2020-04-08 08:02:00,West Parton,BusyCarMargaret,['@FuriousBowlWilson']
2020-04-08 08:03:00,Downtown,FuriousBeamonCandy1987,['@BusyRuthCandy']
2020-04-08 08:03:00,Broadview,FleetPeaceIcecream,['@RunsRonnie_MapstonWhale']
2020-04-08 08:04:00,Scenic Vista,TallWBanana,['@ChemistryTeacherRichardNelson']
2020-04-08 08:04:00,Scenic Vista,Alexandra_ThompsonHorse95,['@Irene_Gonzales13']
2020-04-08 08:05:00,Southwest,FamousAIcecream1961,['@VeryPopularSingerLalisaManoban']
2020-04-08 08:05:00,Weston,DanielFish19,['@DerekNolan']
2020-04-08 08:05:00,Easton,Hilda2008T,['@BusyRuthCandy']
2020-04-08 08:05:00,Old Town,FuriousLightEric,['@Mrs.Tillenbottom']
2020-04-08 08:06:00,Scenic Vista,TallHawkinsCar,['@ChemistryTeacherRichardNelson']
2020-04-08 08:06:00,Downtown,AttentativeHarkeyHouse1974,['@BusyRuthCandy']
2020-04-08 08:06:00,Weston,LovesDavidDog,['@VeryPopularSingerLalisaManoban']
2020-04-08 08:07:00,Northwest,ObnoxiousSheffieldCar1981,['@Mrs.Tillenbottom']
2020-04-08 08:07:00,Northwest,DarkBowlBarbara,['@BusyRuthCandy']
2020-04-08 08:07:00,Downtown,LBusyFunkhouser,['@Oliver2010']
2020-04-08 08:07:00,Chapparal,AttentativeACouch,['@RachelSimmons']
2020-04-08 08:08:00,Scenic Vista,G2015Howland,['@Sarah_Swisher1972']
2020-04-08 08:08:00,Scenic Vista,SchmidtBird1964,['@BusyRuthCandy']
2020-04-08 08:08:00,West Parton,FearsLydia_WhiteFish,['@DarkHCandy2018']
2020-04-08 08:09:00,Scenic Vista,J80Dorman,['@BusyRuthCandy']
2020-04-08 08:09:00,Scenic Vista,ObnoxiousDebraIcecream,['@VeryPopularSingerLalisaManoban']
2020-04-08 08:10:00,Northwest,WileyJenniferCandy,['@BusyRuthCandy']
2020-04-08 08:11:00,Oak Willow,DarkHouseCavitt,['@BusyRuthCandy']
2020-04-08 08:12:00,Southwest,ObnoxiousLCandy,['@VeryPopularSingerLalisaManoban']
2020-04-08 08:12:00,Weston,FastThomasBanana,['@Mrs.Tillenbottom']
2020-04-08 08:13:00,Northwest,RacesSmithBird,['@Mrs.Tillenbottom']
2020-04-08 08:13:00,West Parton,FamousPlateSadie,['@BusyRuthCandy']
2020-04-08 08:13:00,Palace Hills,Mary_Gaylord2006,['@VeryPopularSingerLalisaManoban']
2020-04-08 08:14:00,Southton,SmartKCandy,['@VeryPopularSingerLalisaManoban']
2020-04-08 08:16:00,Easton,ACandidS,['@VeryPopularSingerLalisaManoban']
2020-04-08 08:16:00,Downtown,FamousMIcecream,['@BusyRuthCandy']
2020-04-08 08:17:00,Chapparal,SmartJanuaryLight,['@RachelSimmons']
2020-04-08 08:17:00,Scenic Vista,FastBananaMarian_Newsome,['@BusyRuthCandy']
2020-04-08 08:18:00,West Parton,FearsSilvaBird,['@VeryPopularSingerLalisaManoban']
2020-04-08 08:19:00,Weston,FastABanana,['@BusyRuthCandy']
2020-04-08 08:19:00,Northwest,LovesWilliamMouse,['@Mrs.Tillenbottom']
2020-04-08 08:19:00,Easton,RunsVillalpandoWhale,['@VeryPopularSingerLalisaManoban']
2020-04-08 08:20:00,Southwest,FleetBBowl,['@RadCurieous']
2020-04-08 08:20:00,Old Town,RacesJohnLion,['@ObnoxiousDelacruzPlate']
2020-04-08 08:22:00,Old Town,Groce2019,['@RachelSimmons']
2020-04-08 08:26:00,Downtown,CandidTBowl,['@Michecke5Boger']
2020-04-08 08:27:00,Cheddarford,FastNataliaBowl,['@CuriousOIcecream17']
2020-04-08 08:29:00,Weston,Jeffrey_Chynoweth2002,['@BusyRuthCandy']
2020-04-08 08:30:00,Weston,HoldsKarrieCat,['@VeryPopularSingerLalisaManoban']
2020-04-08 08:30:00,Broadview,LazyFIcecream,['@BusyRuthCandy']
2020-04-08 08:31:00,Northwest,FuriousSpearIcecream,['@VeryPopularSingerLalisaManoban']
2020-04-08 08:31:00,Scenic Vista,Russell1988,['@Rebecca_RomigFish2015']
2020-04-08 08:33:00,Terrapin Springs,Erica_Wesner44,['@BusyRuthCandy']
2020-04-08 08:37:00,Downtown,AdministratorSophie,['@Jessica_VillegasWhale2001']
2020-04-08 08:38:00,Old Town,HoldsJoe_MaynesWhale,['@AdministratorSophie']
2020-04-08 08:40:00,Pepper Mill,CassieStones,['@CuriousPlateAngela']
2020-04-08 08:41:00,Old Town,RunsAllisonOctopus,['@AdministratorSophie']
2020-04-08 08:41:00,Pepper Mill,CassieStones,['@Mrs.Tillenbottom']
2020-04-08 08:42:00,Downtown,AdministratorSophie,['@RacesMichael_ReesBear']
2020-04-08 08:42:00,Cheddarford,Michael30G,['@Jessica_VillegasWhale2001']
2020-04-08 08:42:00,Old Town,CuriousPlateAngela,['@RachelSimmons']
2020-04-08 08:43:00,Weston,Brenda_BrownCat1985,['@HoldsSheila_RodriguezOctopus']
2020-04-08 08:43:00,Weston,Thomas39Mckee,['@BusyAHouse']
2020-04-08 08:44:00,Chapparal,ChemistryTeacherRichardNelson,['@AlwaysSafePowerCompany']
2020-04-08 08:44:00,Old Town,SunnyDay,['@LockedFlock']
2020-04-08 08:44:00,Downtown,SmartJHouse1985,['@Laura60Perkins']
2020-04-08 08:45:00,Southwest,SmartBreadRyan,['@BusyRuthCandy']
2020-04-08 08:45:00,Pepper Mill,CassieStones,['@CatLadyKylieCrane']
2020-04-08 08:47:00,Pepper Mill,CassieStones,['@AdministratorSophie']
2020-04-08 08:47:00,Northwest,TonyPeterson,['@RachelSimmons']
2020-04-08 08:47:00,Downtown,TFuriousP,['@CleverPlateSteinke']
2020-04-08 08:47:00,Scenic Vista,ChloeJohnson,"['@CreakyConstruct', '@AlwaysSafePowerCompany']"
2020-04-08 08:48:00,Old Town,NFuriousWorek,['@VeryPopularSingerLalisaManoban']
2020-04-08 08:49:00,Easton,CatLadyKylieCrane,['@ChloeJohnson']
2020-04-08 08:50:00,Northwest,WileyGCouch,['@CatLadyKylieCrane']
2020-04-08 08:50:00,Downtown,FamousJLight,['@RachelSimmons']
2020-04-08 08:50:00,Easton,CuriousReyesCouch36,['@FuriousTLight']
2020-04-08 08:51:00,Downtown,HoldsParsonFish,['@D1950Williams']
2020-04-08 08:51:00,Old Town,ObnoxiousSCandy,['@Stanley_DonnellDog1989']
2020-04-08 08:51:00,Northwest,JanelleOctopus1989,['@CuriousSollarsBowl']
2020-04-08 08:51:00,Northwest,ObnoxiousSIcecream,['@AdministratorSophie']
2020-04-08 08:52:00,Northwest,SmartACouch86,['@AdministratorSophie']
2020-04-08 08:53:00,West Parton,RebeccaFleetDaisley,['@CuriousPlateAngela']
2020-04-08 08:53:00,Northwest,AbernethyHorse8,['@Laura60Perkins']
2020-04-08 08:53:00,West Parton,GuapoRHouse1986,['@RacesMichael_ReesBear']
2020-04-08 08:53:00,Southton,LovesScottWhale,['@RachelSimmons']
2020-04-08 08:53:00,UNKNOWN,FrankieFish96,['@FastRBowl']
2020-04-08 08:54:00,Northwest,FuriousBurnhamBread2014,['@AdministratorSophie']
2020-04-08 08:54:00,Chapparal,CleverLovellCandy,['@GeorgiaFuriousBallard']
2020-04-08 08:54:00,Pepper Mill,CassieStones,"['@RachelSimmons', '@I4Barbour']"
2020-04-08 08:54:00,Southton,CleverMBowl,['@RachelSimmons']
2020-04-08 08:55:00,Scenic Vista,Carita1957Robinson,['@WileyECandy']
2020-04-08 08:55:00,Downtown,Crystal_SantosOctopus79,['@WatchesRoger_GardnerBear']
2020-04-08 08:56:00,Northwest,BusyOrtegaIcecream,['@Bertha_BrownDog6']
2020-04-08 08:57:00,Old Town,CharlesBear79,['@FleetMildensteinHouse']
2020-04-08 08:58:00,Weston,Patricia3W,['@Jessica_VillegasWhale2001']
2020-04-08 08:58:00,Scenic Vista,Murray55,['@CandidEwingPlate2011']
2020-04-08 08:58:00,Downtown,LakeishaFuriousW,['@RacesMichael_ReesBear']
2020-04-08 09:00:00,Palace Hills,FastRBowl,['@ChloeJohnson']
2020-04-08 09:00:00,Weston,WatchesMichael_ObrienMouse,['@VeryPopularSingerLalisaManoban']
2020-04-08 09:01:00,Wilson Forest,ACandidD,['@VeryPopularSingerLalisaManoban']
2020-04-08 09:01:00,Downtown,FuriousBeamonCandy1987,['@AdministratorSophie']
2020-04-08 09:02:00,Downtown,KnightLion1957,['@AdministratorSophie']
2020-04-08 09:02:00,Southton,EvelynHorse29,['@ChloeJohnson']
2020-04-08 09:03:00,Southwest,LovesVirginia_PirainoBird,['@RachelSimmons']
2020-04-08 09:04:00,Southton,NaefBird51,['@AdministratorSophie']
2020-04-08 09:05:00,Broadview,FearsMairFish,['@RachelSimmons']
2020-04-08 09:06:00,Broadview,Kenneth_WagnerBird39,['@ChloeJohnson']
2020-04-08 09:06:00,Palace Hills,JoseLion88,['@AdministratorSophie']
